chr,site1,pos1,site2,pos2,dist,corr,dist_corr,dist_1/corr
chr1,cg20975074,2066430,cg24776480,2066446,16,0.8878665849327932,14.205865358924692,18.02072549133169
chr1,cg05340048,2084319,cg24445388,2084391,72,0.8823832981415248,63.53159746618979,81.59719268445625
chr1,cg04347414,2084519,cg00300046,2084595,76,0.8575656520624153,65.17498955674357,88.62295244360904
chr1,cg04118472,2125049,cg10314133,2125114,65,0.9197428887172184,59.783287766619196,70.67192450996457
chr1,cg04118472,2125049,cg11503104,2125122,73,0.9081489361443478,66.29487233853739,80.38329077379093
chr1,cg04118472,2125049,cg08933000,2125124,75,0.9278734136453218,69.59050602339914,80.82999135124334
chr1,cg10314133,2125114,cg11503104,2125122,8,0.964267303458699,7.714138427669592,8.296454698095705
chr1,cg10314133,2125114,cg08933000,2125124,10,0.9279173821179304,9.279173821179304,10.776821506646899
chr1,cg10314133,2125114,cg07697177,2125182,68,0.9659436804569502,65.68417027107262,70.3974790412541
chr1,cg10314133,2125114,cg16718276,2125186,72,0.9468288053758128,68.17167398705853,76.04331384005786
chr1,cg11503104,2125122,cg08933000,2125124,2,0.9165651517294132,1.8331303034588264,2.182059830909256
chr1,cg11503104,2125122,cg07697177,2125182,60,0.9455379946503056,56.73227967901834,63.45593761379222
chr1,cg11503104,2125122,cg16718276,2125186,64,0.914345901990108,58.51813772736691,69.99539218221639
chr1,cg08933000,2125124,cg07697177,2125182,58,0.9097604647380658,52.76610695480782,63.75304516744317
chr1,cg08933000,2125124,cg16718276,2125186,62,0.8502280542423033,52.7141393630228,72.92161166718083
chr1,cg07697177,2125182,cg16718276,2125186,4,0.9573622939216664,3.8294491756866655,4.178146586089894
chr1,cg07697177,2125182,cg18397998,2125243,61,0.711850962799778,43.42290873078646,85.69209453630738
chr1,cg16718276,2125186,cg18397998,2125243,57,0.7732069044827604,44.07279355551734,73.71894853697712
chr1,cg05523897,2139175,cg07048210,2139235,60,0.7495809768771398,44.97485861262839,80.0447207851625
chr1,cg07048210,2139235,cg26031954,2139327,92,0.6485416239019782,59.665829398982,141.85673919659635
chr1,cg12526693,2145258,cg26553501,2145276,18,0.7810871365909378,14.05956845863688,23.04480403884408
chr1,cg11257240,2159351,cg17422926,2159369,18,0.2877700496996823,5.179860894594281,62.549942284768186
chr1,cg05052194,2160249,cg15700006,2160297,48,-0.6701940990897709,-32.169316756309,-71.62104241919103
chr1,cg15564619,2163437,cg17942763,2163472,35,0.3241749238520413,11.346122334821445,107.96640154676051
chr1,cg15564619,2163437,cg15132013,2163529,92,0.392632298465268,36.12217145880465,234.31592449121518
chr1,cg17942763,2163472,cg15132013,2163529,57,0.8307680284163013,47.35377761972917,68.61121041051554
chr1,cg07842327,2174725,cg26605914,2174798,73,0.7196823640507023,52.53681257570127,101.43363745795094
chr1,cg26605914,2174798,cg19770723,2174895,97,0.5674489469029695,55.04254784958805,170.94048817855403
chr1,cg24377150,2179933,cg02360367,2180027,94,0.9411669889450248,88.46969696083234,99.87600617544683
chr1,cg03042633,2183365,cg07114422,2183438,73,0.9630409495087696,70.30198931414019,75.8015534409373
chr1,cg01949002,2203589,cg12580943,2203648,59,0.8652820941613825,51.051643555521565,68.18585568580598
chr1,cg17854510,2237185,cg03631837,2237200,15,0.6584026544902187,9.87603981735328,22.782411185164566
chr1,cg03532930,2246464,cg14669749,2246478,14,-0.2929020595145423,-4.100628833203592,-47.797547150073605
chr1,cg04992757,2266138,cg17849542,2266228,90,0.7359208712737569,66.23287841463812,122.2957569394994
chr1,cg27305939,2285115,cg26808154,2285178,63,0.2416491101071368,15.223893936749619,260.7085950867707
chr1,cg00032879,2304264,cg09129839,2304315,51,0.6839609909607145,34.88201053899644,74.56565604474561
chr1,cg09129839,2304315,cg01520454,2304375,60,0.6314543603451388,37.88726162070833,95.01874366217908
chr1,cg10376814,2310230,cg13864546,2310327,97,0.4879378290004325,47.32996941304195,198.79581830888137
chr1,cg11142617,2324205,cg13102658,2324224,19,0.9022968732910946,17.143640592530797,21.057370985558443
chr1,cg27235337,2334785,cg16590777,2334811,26,0.5423623219400643,14.101420370441671,47.938433309667154
chr1,cg03960390,2334914,cg15733049,2334974,60,0.6784058688052793,40.704352128316756,88.44263111353126
chr1,cg23668539,2343726,cg23739036,2343736,10,-0.2210925286069701,-2.210925286069701,-45.2299318434985
chr1,cg16355231,2344979,cg23928726,2344998,19,0.8242475837111097,15.660704090511086,23.05132629501199
chr1,cg14373988,2345333,cg23629166,2345368,35,0.9015927118699962,31.555744915449868,38.820189581398004
chr1,cg14373988,2345333,cg24439334,2345374,41,0.8755212280212281,35.896370348870356,46.82924718189232
chr1,cg14373988,2345333,cg13306335,2345376,43,0.7984767505216778,34.334500272432145,53.852538564092605
chr1,cg14373988,2345333,cg23626733,2345398,65,0.6945150637163408,45.143479141562146,93.59048261989578
chr1,cg14373988,2345333,cg20136951,2345400,67,0.892211946951182,59.7782004457292,75.09426457351165
chr1,cg14373988,2345333,cg20823695,2345410,77,0.7046987248695452,54.26180181495498,109.26655219115707
chr1,cg23629166,2345368,cg24439334,2345374,6,0.9435519862041862,5.661311917225118,6.358950103149473
chr1,cg23629166,2345368,cg13306335,2345376,8,0.8729364624943897,6.983491699955118,9.16446997429829
chr1,cg23629166,2345368,cg23626733,2345398,30,0.6970621336205075,20.911864008615225,43.03777031206878
chr1,cg23629166,2345368,cg20136951,2345400,32,0.9237384116153148,29.559629171690073,34.64184188686332
chr1,cg23629166,2345368,cg20823695,2345410,42,0.7843491273009459,32.942663346639726,53.54758300621539
chr1,cg24439334,2345374,cg13306335,2345376,2,0.7466383683977027,1.4932767367954054,2.678672948849428
chr1,cg24439334,2345374,cg23626733,2345398,24,0.8242092511159699,19.781022026783276,29.11881899833601
chr1,cg24439334,2345374,cg20136951,2345400,26,0.9244876554578868,24.036679041905057,28.123685423492795
chr1,cg24439334,2345374,cg20823695,2345410,36,0.6292564560710794,22.653232418558858,57.210378459642726
chr1,cg13306335,2345376,cg23626733,2345398,22,0.36390637689673,8.00594029172806,60.45510987636031
chr1,cg13306335,2345376,cg20136951,2345400,24,0.8189657150614607,19.655177161475056,29.30525607924732
chr1,cg13306335,2345376,cg20823695,2345410,34,0.9431466182428676,32.0669850202575,36.04953815488817
chr1,cg13306335,2345376,cg20664247,2345475,99,0.8024427699967099,79.44183422967428,123.37328430338516
chr1,cg23626733,2345398,cg20136951,2345400,2,0.7429771959415078,1.4859543918830156,2.6918726589792312
chr1,cg23626733,2345398,cg20823695,2345410,12,0.2162870960512747,2.595445152615296,55.481811994716445
chr1,cg23626733,2345398,cg20664247,2345475,77,0.5597602672060247,43.1015405748639,137.55888817249595
chr1,cg20136951,2345400,cg20823695,2345410,10,0.7296790587591496,7.296790587591496,13.704655327515397
chr1,cg20136951,2345400,cg20664247,2345475,75,0.8645396306155914,64.84047229616935,86.75137303607077
chr1,cg20823695,2345410,cg20664247,2345475,65,0.7712167155670734,50.12908651185977,84.28240556508905
chr1,cg20491328,2359927,cg12715395,2359968,41,0.8916647183693064,36.55825345314156,45.98140888088697
chr1,cg20491328,2359927,cg22502001,2360018,91,0.8656764977658916,78.77656129669614,105.12009998521353
chr1,cg12715395,2359968,cg22502001,2360018,50,0.96774156143856,48.387078071928,51.66668663653793
chr1,cg22502001,2360018,cg06749803,2360074,56,0.9298734158906432,52.07291128987602,60.22325086728345
chr1,cg17820022,2425860,cg08655953,2425888,28,0.9039166481886612,25.309666149282513,30.976307446166178
chr1,cg09185998,2428936,cg15824094,2429005,69,0.2784271866100677,19.21147587609467,247.82062714526964
chr1,cg25037677,2437047,cg24551418,2437112,65,0.5779460788561684,37.566495125650945,112.46723938095329
chr1,cg22127114,2440270,cg25140345,2440291,21,0.5523007514084793,11.598315779578066,38.02276195794723
chr1,cg27173245,2457999,cg20103201,2458021,22,-0.1119567211369597,-2.4630478650131136,-196.50450438868072
chr1,cg14173199,2458230,cg09044743,2458238,8,0.874679076889749,6.997432615117992,9.146211692232326
chr1,cg14173199,2458230,cg19516647,2458256,26,-0.1286672773642012,-3.345349211469231,-202.07157975687392
chr1,cg14173199,2458230,cg08153752,2458258,28,0.7512349767377395,21.034579348656706,37.27195999524788
chr1,cg14173199,2458230,cg06186150,2458298,68,0.6618795987500224,45.00781271500153,102.73771865520533
chr1,cg09044743,2458238,cg19516647,2458256,18,-0.1206921791496602,-2.1724592246938834,-149.13973819032398
chr1,cg09044743,2458238,cg08153752,2458258,20,0.8673737111999379,17.34747422399876,23.058111793971364
chr1,cg09044743,2458238,cg06186150,2458298,60,0.7429984792482952,44.579908754897716,80.75386649607017
chr1,cg19516647,2458256,cg08153752,2458258,2,0.2723924177777587,0.5447848355555174,7.342348279428883
chr1,cg19516647,2458256,cg06186150,2458298,42,0.236827983236843,9.946775295947406,177.34390770028784
chr1,cg08153752,2458258,cg06186150,2458298,40,0.8305338197710703,33.221352790842815,48.16179551968837
chr1,cg10220117,2501853,cg07817856,2501937,84,0.7839981773324379,65.85584689592478,107.14310623247988
chr1,cg07563069,2522330,cg19633487,2522370,40,0.6288555370863651,25.154221483454606,63.607613578993615
chr1,cg05874270,2559893,cg14510359,2559930,37,-0.0816198551994349,-3.0199346423790914,-453.32106886972485
chr1,cg25216300,2722739,cg05697835,2722811,72,0.919006194855681,66.16844602960903,78.34550017511769
chr1,cg20744353,2724584,cg14086822,2724609,25,0.8523403494589054,21.308508736472636,29.331006112606133
chr1,cg11377464,2766719,cg18181363,2766788,69,0.3801167914092414,26.228058607237656,181.5231569860149
chr1,cg01242872,2772127,cg13923696,2772212,85,0.8937531253303233,75.96901565307748,95.10456253630973
chr1,cg11804692,2777158,cg06784198,2777213,55,0.797086468176247,43.83975574969358,69.00129684278963
chr1,cg11804692,2777158,cg24252695,2777244,86,0.7456648237021533,64.12717483838517,115.33332036908804
chr1,cg06784198,2777213,cg24252695,2777244,31,0.7281901045992158,22.573893242575693,42.57130082406421
chr1,cg07788537,2799876,cg27390271,2799917,41,0.5353149069818849,21.94791118625728,76.5904320340316
chr1,cg23887776,2827798,cg15356461,2827833,35,0.9378417952072974,32.824462832255406,37.31972724916116
chr1,cg11754828,2828044,cg15622619,2828135,91,0.9647916336340367,87.79603866069735,94.32088424858583
chr1,cg15622619,2828135,cg15515265,2828198,63,0.957433395702476,60.31830392925599,65.80092180070284
chr1,cg15515265,2828198,cg04914832,2828293,95,0.913510519964195,86.78349939659851,103.99442362603938
chr1,cg14836978,2836564,cg04979216,2836591,27,0.8610082069383641,23.24722158733583,31.358586111517535
chr1,cg00996827,2838805,cg21402748,2838849,44,0.8528299096284853,37.52451602365335,51.592937235477045
chr1,cg03389046,2839220,cg10812027,2839247,27,0.9681097257232116,26.138962594526713,27.889400635687306
chr1,cg13402298,2850682,cg00660693,2850737,55,0.5506293669990123,30.28461518494568,99.88570042995664
chr1,cg06184325,2863098,cg09135754,2863146,48,0.9272808028312114,44.50947853589815,51.7642550707881
chr1,cg01977798,2886792,cg00050294,2886818,26,0.7852564693713335,20.416668203654673,33.11020158906207
chr1,cg17025560,2936277,cg14093144,2936311,34,0.4447048287575499,15.119964177756696,76.45520759239737
chr1,cg10528457,2946931,cg23960572,2947022,91,0.7673261574878617,69.82668033139541,118.59363728446795
chr1,cg12304133,2947695,cg26864691,2947791,96,0.9532410404202876,91.5111398803476,100.70905041779699
chr1,cg06866827,2948464,cg00169776,2948512,48,0.8633246288460434,41.43958218461009,55.599016170960915
chr1,cg06201717,2949633,cg24150662,2949673,40,0.8448036229716492,33.79214491886597,47.34828179275264
chr1,cg02712922,3032302,cg03583979,3032345,43,0.9081885230695655,39.05210649199132,47.34699779585993
chr1,cg02299950,3087637,cg14217558,3087734,97,-0.1105871261618383,-10.726951237698316,-877.136456715999
chr1,cg03125480,3135001,cg04500730,3135083,82,0.5288561119155388,43.36620117707418,155.05162586283174
chr1,cg07832245,3159568,cg13867039,3159645,77,0.2710690281564828,20.872315168049177,284.060486451257
chr1,cg00849570,3162104,cg19704073,3162159,55,0.7916660411116554,43.54163226114105,69.47373910692082
chr1,cg00849570,3162104,cg16710099,3162173,69,0.8474542293356317,58.47434182415859,81.42032644535043
chr1,cg19704073,3162159,cg16710099,3162173,14,0.9113221501562794,12.75851010218791,15.362295317412388
chr1,cg11113363,3184547,cg08034916,3184620,73,0.6248279303734297,45.61243891726036,116.8321652272673
chr1,cg19263228,3191660,cg17601209,3191678,18,0.875900596906956,15.766210744325207,20.55027712455376
chr1,cg20988960,3191815,cg26520908,3191876,61,0.9162859578490674,55.89344342879311,66.57310360097
chr1,cg01196079,3201858,cg17421241,3201953,95,0.8781882884578246,83.42788740349333,108.17725680084882
chr1,cg10328768,3210325,cg24298696,3210424,99,0.4996941717636639,49.46972300460272,198.12118210340702
chr1,cg08642716,3213431,cg04120680,3213486,55,0.4086729775588713,22.47701376573792,134.581934750205
chr1,cg01418153,3240129,cg03254465,3240227,98,0.1653100565631823,16.200385543191864,592.8253975434576
chr1,cg27588093,3276413,cg06911744,3276507,94,0.7110048734389097,66.83445810325752,132.20725133057275
chr1,cg06911744,3276507,cg26000536,3276535,28,0.6515685598324034,18.243919675307293,42.97322143229589
chr1,cg01713250,3289915,cg22862319,3289994,79,0.6372470712440748,50.34251862828191,123.97075414685095
chr1,cg20962938,3302968,cg23821340,3303053,85,0.5856449088264566,49.77981725024881,145.13914271077175
chr1,cg15641565,3303887,cg06824308,3303958,71,0.797969087122873,56.65580518572398,88.97587782002296
chr1,cg15386853,3306999,cg25783497,3307070,71,0.5567485609879216,39.529147830142435,127.52614910043802
chr1,cg19317333,3319433,cg12635919,3319488,55,0.5238946444230238,28.81420544326631,104.9829399584198
chr1,cg10504805,3322222,cg26017484,3322309,87,0.936691879618244,81.49219352678722,92.88006215603953
chr1,cg26017484,3322309,cg15644970,3322363,54,0.5767167027234202,31.142701947064694,93.63349413151491
chr1,cg13299984,3341944,cg00462240,3342013,69,0.3545887006234277,24.46662034301651,194.59164908155896
chr1,cg15903666,3342691,cg10685531,3342726,35,0.5269912653271032,18.44469428644861,66.4147630194127
chr1,cg00571809,3397113,cg24036039,3397125,12,0.5606826140809748,6.728191368971697,21.40248279263915
chr1,cg18289049,3400697,cg03114471,3400780,83,0.65771861239668,54.59064482892443,126.19378323133337
chr1,cg05808004,3427407,cg06353486,3427479,72,0.5692760667479811,40.98787680585464,126.47642190774629
chr1,cg14521408,3500451,cg25279739,3500469,18,0.6724482931453958,12.104069276617125,26.767857370571193
chr1,cg04549679,3524425,cg20628733,3524459,34,0.6420137811160206,21.8284685579447,52.95836475799223
chr1,cg00778905,3541386,cg06188019,3541438,52,0.1648641441134431,8.572935493899042,315.41121497115086
chr1,cg00778905,3541386,cg25216613,3541447,61,0.2856255150510243,17.42315641811248,213.56635449428575
chr1,cg06188019,3541438,cg25216613,3541447,9,0.6660598500906061,5.994538650815455,13.512299230730846
chr1,cg00826902,3563954,cg05399785,3564031,77,0.3882034136352643,29.89166284991535,198.34962108897165
chr1,cg25885108,3568669,cg16406833,3568710,41,0.6737574104108878,27.6240538268464,60.85276297739916
chr1,cg05116756,3606702,cg03050669,3606777,75,0.4375878726639856,32.81909044979892,171.39414660513432
chr1,cg04493946,3607097,cg18873878,3607116,19,0.8746356091614433,16.618076574067423,21.723332323750512
